,bbl,bbt,bbr,bbb,img,bbid,iou,mid,hlabel
16024,416.0,177.05,463.0,193.0,1892.0,1.0,0.5357470836391488,1.0,Car
16027,676.0,172.99,766.0,244.0,554.0,0.0,0.8205022204362296,12.0,Car
16030,266.63,185.76,380.0,249.12,554.0,3.0,0.5009524838225042,2.0,Car
16031,392.0,169.67,487.0,225.0,554.0,4.0,0.624318140271548,14.0,Car
16032,348.03,178.36,448.0,233.18,554.0,5.0,0.6091211713965379,13.0,Car
16033,639.0,179.93,668.72,206.51,554.0,6.0,0.5555387087799798,6.0,Car
16034,652.0,181.05,700.49,221.45,554.0,7.0,0.5742040852696275,3.0,Car
16035,75.0,231.27,236.38,321.0,554.0,8.0,0.35265352646125436,8.0,Misc
16036,130.0,203.73,295.43,308.0,554.0,9.0,0.6949431058032132,10.0,Car
16045,207.17,187.48,333.0,243.0,232.0,1.0,0.7268449298408798,3.0,Car
16046,944.0,154.0,977.0,211.0,232.0,2.0,0.6247132994387352,2.0,Cyclist
16050,589.0,175.29,613.39,194.0,6643.0,0.0,0.5422742447573097,8.0,Car
16051,370.66,176.55,428.0,217.9,6643.0,1.0,0.589654940013842,6.0,Car
16052,372.0,173.0,418.0,209.0,6643.0,2.0,0.7917133997492903,4.0,Car
16053,479.48,170.0,505.0,189.0,6643.0,3.0,0.5597924953309255,2.0,Car
16056,587.4,179.18,613.0,206.0,2425.0,0.0,0.596862134193835,2.0,Car
16061,559.16,183.95,613.0,226.0,4054.0,0.0,0.7290276377022733,4.0,Car
16062,312.0,179.11,425.0,244.0,4054.0,1.0,0.6053946776470273,5.0,Car
16063,415.89,178.43,458.0,215.08,4054.0,2.0,0.16689077096004143,6.0,Car
16066,285.0,202.52,303.39,226.0,4054.0,5.0,0.02597443502289925,8.0,Car
16068,811.56,198.27,1221.0,374.0,4054.0,7.0,0.8879581190083624,7.0,Car
16070,590.0,177.97,618.83,197.0,4054.0,9.0,0.2294294707955826,3.0,Van
16071,579.0,173.46,636.0,230.0,1104.0,0.0,0.7911830803805069,8.0,Car
16072,0.0,205.21,160.0,346.0,1104.0,1.0,0.7012938342619303,7.0,Car
16073,144.95,187.63,271.0,262.39,1104.0,2.0,0.6876548491633676,6.0,Car
16074,262.35,127.0,453.0,276.0,1104.0,3.0,0.8397785154727513,2.0,Van
16075,375.0,181.93,391.62,233.23,1104.0,4.0,0.06943655151486426,3.0,Car
16076,460.32,174.04,515.0,223.43,1104.0,5.0,0.7351590048052945,5.0,Car
16077,495.72,177.19,533.0,208.44,1104.0,6.0,0.7036617591543981,10.0,Car
16078,528.62,154.0,559.0,192.05,1104.0,7.0,0.7330899760342104,9.0,Misc
16079,676.0,171.77,695.0,191.0,5362.0,0.0,0.467548940231359,7.0,Car
16080,1005.4,185.68,1215.0,360.0,5362.0,1.0,0.3262894235619053,4.0,Car
16081,314.0,181.34,510.0,309.0,5362.0,2.0,0.9186642811331461,8.0,Car
16082,832.0,125.0,1195.05,365.0,5362.0,3.0,0.868669011546604,5.0,Van
16083,755.74,149.06,847.0,279.0,5362.0,4.0,0.6554203343012117,13.0,Van
16084,742.0,164.93,800.0,231.5,5362.0,5.0,0.7526262123921045,1.0,Car
16086,735.0,170.34,768.0,211.38,5362.0,7.0,0.6036553077914648,6.0,Car
16088,303.0,172.67,338.0,192.0,3713.0,0.0,0.6287300498672006,3.0,Car
16089,333.47,170.67,360.0,191.27,3713.0,1.0,0.6258350872933899,2.0,Car
16090,4.0,164.1,80.0,206.0,3713.0,2.0,0.7445876052305201,6.0,Car
16092,581.68,170.57,631.0,225.54,3713.0,4.0,0.7648862873941478,5.0,Car
16097,583.0,139.87,635.0,202.0,3075.0,0.0,0.7325485736643766,3.0,Truck
16098,232.0,193.73,304.0,233.26,3075.0,1.0,0.6487826094092354,1.0,Car
16099,340.81,183.48,389.92,213.09,3075.0,2.0,0.6550212162162167,2.0,Car
16100,694.0,146.76,821.55,247.0,5404.0,0.0,0.8547968669975268,7.0,Car
16101,544.0,171.01,575.0,195.0,5404.0,1.0,0.6182017775555894,8.0,Car
16102,639.0,160.0,661.19,185.96,5404.0,2.0,0.4263390194088002,5.0,Car
16105,875.07,122.0,1241.0,336.0,1662.0,0.0,0.7320298069703168,4.0,Car
16106,21.0,207.76,330.0,374.0,1662.0,1.0,0.8010335833500105,2.0,Car
16107,351.92,197.74,469.76,272.0,1662.0,2.0,0.8141288161388147,5.0,Car
16108,424.68,179.27,505.3,241.0,1662.0,3.0,0.856755367425385,3.0,Car
16109,527.56,151.68,570.0,199.0,1662.0,4.0,0.7086171903448639,1.0,Truck
16110,603.45,177.11,627.0,199.0,1662.0,5.0,0.36366859008885416,7.0,Car
16112,586.63,180.74,662.42,235.0,7213.0,0.0,0.7735453612347466,1.0,Car
16113,253.75,184.53,322.0,225.68,7213.0,1.0,0.6347680639612191,2.0,Car
16114,332.05,185.25,411.0,228.0,7213.0,2.0,0.737696211089051,3.0,Car
16119,858.0,187.88,1190.0,356.0,1676.0,2.0,0.7550494945452928,4.0,Car
16120,131.0,181.97,425.62,355.94,1676.0,3.0,0.7875476886014893,1.0,Car
16121,386.0,186.16,495.08,273.0,1676.0,4.0,0.7122455125596773,8.0,Car
16122,788.0,181.0,893.0,264.0,1676.0,5.0,0.6551980518988427,2.0,Car
16123,477.0,174.13,535.0,235.0,1676.0,6.0,0.6403707963955845,6.0,Car
16124,537.96,176.37,593.0,221.22,1676.0,7.0,0.6843050768100387,3.0,Car
16125,726.77,176.07,793.57,229.0,1676.0,8.0,0.6429271762674443,5.0,Car
16126,655.0,176.52,707.0,197.0,1676.0,9.0,0.5042898924387385,9.0,Car
16127,797.96,176.0,844.96,180.12,1676.0,10.0,0.018128964306612073,7.0,Car
16130,577.91,178.57,634.0,233.0,6119.0,0.0,0.7482935638142616,3.0,Car
16131,862.35,0.0,1199.0,315.0,6119.0,1.0,0.7089724792072915,2.0,Tram
16132,757.0,73.0,909.0,232.0,6119.0,2.0,0.5600400574166194,1.0,Tram
16135,586.27,169.7,617.0,201.0,7207.0,0.0,0.7355210746105215,4.0,Truck
16136,794.0,165.17,837.0,257.0,7207.0,1.0,0.6802212847940947,2.0,Cyclist
16137,324.17,193.0,369.0,217.0,7207.0,2.0,0.7955460306399678,3.0,Car
16139,617.0,174.87,633.61,186.0,568.0,0.0,0.4462636173439749,2.0,Car
16142,11.0,203.56,309.84,374.0,3061.0,0.0,0.7804485615397676,4.0,Car
16143,493.0,186.11,566.0,235.0,3061.0,1.0,0.7198322407684621,2.0,Car
16144,716.22,178.87,743.32,243.79,3061.0,2.0,0.48029811629811664,3.0,Cyclist
16145,633.0,179.32,667.88,201.0,3061.0,3.0,0.4129955028069774,8.0,Car
16147,718.47,169.23,748.0,256.89,3061.0,5.0,0.6152538667517734,5.0,Pedestrian
16150,805.0,185.0,1027.0,298.0,5410.0,0.0,0.82195712690499,1.0,Car
16151,642.0,149.0,835.0,271.0,5410.0,1.0,0.7868173968113343,3.0,Car
16152,1208.02,150.97,1241.0,234.0,5410.0,2.0,0.8392045249074017,9.0,Car
16154,462.0,181.0,572.0,255.73,5410.0,4.0,0.5554262461134419,6.0,Misc
16155,399.0,186.87,484.0,239.0,5410.0,5.0,0.539970410784039,2.0,Car
16156,477.0,188.24,544.47,246.29,5410.0,6.0,0.2777731600061418,5.0,Car
16158,111.0,197.32,199.0,244.62,5410.0,8.0,0.7590985504106438,4.0,Car
16160,0.0,164.0,39.78,239.0,5410.0,10.0,0.64482872648758,7.0,Truck
16161,606.09,206.0,1034.0,374.0,2419.0,0.0,0.9022122387949455,1.0,Car
16162,485.0,208.0,709.94,338.0,2419.0,1.0,0.9294403476887904,3.0,Car
16163,426.0,207.08,544.0,294.0,2419.0,2.0,0.8455032174644719,4.0,Car
16164,375.0,202.0,459.54,274.0,2419.0,3.0,0.8826961177136983,12.0,Car
16165,133.0,210.0,205.7,269.0,2419.0,4.0,0.7512091800483407,11.0,Car
16166,56.0,224.0,147.85,314.0,2419.0,5.0,0.6496317016938378,8.0,Car
16167,8.0,225.16,93.66,369.0,2419.0,6.0,0.7832508254391641,6.0,Car
16168,329.0,210.13,371.0,244.0,2419.0,7.0,0.6719971429705172,10.0,Car
16169,195.81,213.05,227.98,240.0,2419.0,8.0,0.5457348807439976,9.0,Car
16171,356.0,200.0,479.0,277.0,5376.0,0.0,0.5810149990331753,3.0,Car
16172,285.0,197.46,406.0,290.0,5376.0,1.0,0.521920270063934,5.0,Car
16173,0.0,206.38,164.0,279.0,5376.0,2.0,0.8137240273799596,1.0,Car
16174,0.0,200.0,24.57,266.59,5376.0,3.0,0.3160533041255932,4.0,Car
16175,592.92,169.0,619.0,192.0,4068.0,0.0,0.7070039880946508,8.0,Car
16176,766.12,183.84,883.0,254.34,4068.0,1.0,0.6605374857211566,3.0,Car
16178,297.0,184.44,357.0,217.39,4068.0,3.0,0.5887610079993473,10.0,Van
16183,185.0,193.54,220.0,215.0,3707.0,0.0,0.2899226835530772,1.0,Car
16185,87.42,197.7,416.58,361.44,1110.0,0.0,0.8442459022556391,1.0,Car
16186,366.0,183.3,467.0,221.0,1110.0,1.0,0.6991154758024563,2.0,Car
16190,287.34,181.86,469.0,312.0,6694.0,0.0,0.8041402054752079,1.0,Car
16191,821.0,175.95,1136.0,352.0,6694.0,1.0,0.7888515495986423,3.0,Car
16192,727.0,176.76,871.0,278.0,6694.0,2.0,0.7657081074617075,2.0,Car
16193,438.0,128.48,534.0,225.0,6694.0,3.0,0.8219812931019964,8.0,Van
16194,663.64,175.8,716.0,221.99,6694.0,4.0,0.7625279822520303,4.0,Car
16195,622.35,167.08,650.0,191.0,6694.0,5.0,0.5641302521402617,5.0,Car
16198,598.38,176.95,628.0,206.0,4083.0,0.0,0.8487172987373706,5.0,Car
16200,113.0,198.98,211.0,254.0,4083.0,2.0,0.6834709921135458,6.0,Car
16201,377.0,186.86,412.0,211.0,4083.0,3.0,0.5746962251933111,2.0,Car
16202,326.12,191.2,370.0,214.0,4083.0,4.0,0.6703791574468073,4.0,Car
16206,550.69,169.57,715.0,328.79,3934.0,0.0,0.8749037834318025,1.0,Car
16208,8.0,179.82,155.0,272.93,3934.0,2.0,0.8598932842150868,3.0,Car
16209,297.0,181.08,364.0,223.54,3934.0,3.0,0.7028095880657603,2.0,Car
16212,628.0,133.41,682.0,199.0,2394.0,0.0,0.7674819060939013,5.0,Truck
16213,272.0,179.3,315.09,207.0,2394.0,1.0,0.6211618532151993,3.0,Car
16214,306.0,179.99,345.0,203.13,2394.0,2.0,0.6515177679838426,2.0,Car
16219,219.84,189.76,337.0,247.8,1845.0,0.0,0.6093421939294882,1.0,Car
16220,327.0,183.44,417.0,232.58,1845.0,1.0,0.6888865524129957,2.0,Car
16221,337.94,181.64,372.0,225.08,1845.0,2.0,0.1409130719175852,6.0,Car
16222,377.96,178.0,468.0,215.55,1845.0,3.0,0.6755315832007366,3.0,Car
16223,433.8,183.07,470.0,211.91,1845.0,4.0,0.3726234373492029,5.0,Car
16228,575.79,175.7,610.0,213.0,583.0,0.0,0.6713623636731655,7.0,Car
16229,1040.0,139.62,1175.0,291.0,583.0,1.0,0.6523413406716934,4.0,Car
16230,498.0,148.51,544.0,206.85,583.0,2.0,0.6773908694039348,3.0,Tram
16231,325.0,189.89,377.0,218.0,583.0,3.0,0.7492737009093272,5.0,Car
16232,409.88,183.96,438.0,204.87,583.0,4.0,0.5421309901042681,1.0,Car
16234,589.35,174.65,620.0,201.0,1851.0,0.0,0.5531093225538669,2.0,Car
16235,276.0,187.22,371.0,241.3,1851.0,1.0,0.6802104309665853,1.0,Car
16238,955.32,144.92,1232.0,343.0,597.0,0.0,0.8392509623471065,8.0,Car
16239,97.36,189.13,416.38,374.0,597.0,1.0,0.8286227945205479,6.0,Car
16240,387.0,188.06,497.0,273.0,597.0,2.0,0.8082779622183991,5.0,Car
16241,456.0,182.45,529.0,241.0,597.0,3.0,0.711783496981171,1.0,Car
16242,690.88,174.0,766.05,237.0,597.0,4.0,0.7695396389182102,7.0,Car
16245,520.0,178.0,560.0,209.36,597.0,7.0,0.62590531485622,2.0,Car
16248,750.52,168.44,826.0,214.0,597.0,10.0,0.6457913184420082,4.0,Car
16249,898.04,161.36,976.35,187.78,597.0,11.0,0.24397997641509442,3.0,Car
16251,481.0,141.45,521.0,302.4,1689.0,0.0,0.5676414985083104,1.0,Pedestrian
16252,551.0,175.98,597.0,220.72,4929.0,0.0,0.710427309924345,9.0,Car
16253,314.0,183.0,473.0,294.89,4929.0,1.0,0.935495269810871,10.0,Car
16254,97.0,188.22,215.0,274.0,4929.0,2.0,0.543343315952428,6.0,Car
16255,7.0,159.5,150.27,258.0,4929.0,3.0,0.8309498788974666,11.0,Van
16256,407.78,184.77,478.0,233.0,4929.0,4.0,0.5563175327733854,3.0,Van
16257,297.0,184.89,375.67,232.0,4929.0,5.0,0.626670025235257,7.0,Car
16258,200.73,183.43,289.42,224.03,4929.0,6.0,0.6924642307692309,5.0,Car
16259,407.0,160.47,451.68,212.2,4929.0,7.0,0.5547417533068482,2.0,Van
16260,472.53,154.36,520.0,210.91,4929.0,8.0,0.7806125230798632,4.0,Van
16261,509.42,152.85,530.0,195.47,4929.0,9.0,0.27083803710018384,1.0,Misc
16262,1089.78,183.0,1241.0,352.0,2380.0,0.0,0.8267897186129204,3.0,Car
16263,818.0,166.58,1054.0,262.0,2380.0,1.0,0.8556080813821466,2.0,Car
16265,2.0,162.0,299.0,299.42,2380.0,3.0,0.6283413552619286,4.0,Car
16266,111.08,183.42,319.0,268.53,2380.0,4.0,0.7792640365184487,8.0,Car
16267,657.16,148.0,740.01,224.38,2380.0,5.0,0.7832091226328752,6.0,Van
16268,328.0,182.46,454.0,239.0,2380.0,6.0,0.6511861109254027,9.0,Car
16269,397.0,170.56,493.0,224.0,2380.0,7.0,0.6663931768064147,10.0,Car
16270,653.0,155.98,678.08,204.83,2380.0,8.0,0.14105402236494438,5.0,Car
16272,498.0,167.0,535.0,195.38,2380.0,10.0,0.4218666968572045,1.0,Car
16274,568.0,173.75,608.0,219.0,4097.0,0.0,0.6513841625549681,4.0,Car
16275,527.81,172.89,545.0,185.0,4097.0,1.0,0.5443729931284903,3.0,Car
16278,248.0,193.56,450.0,315.0,5389.0,0.0,0.8972578187763846,5.0,Car
16279,417.0,173.65,501.0,245.77,5389.0,1.0,0.8039561445458495,1.0,Van
16281,528.92,169.0,558.0,198.09,5389.0,3.0,0.6326321214911372,6.0,Car
16284,564.0,170.73,611.0,203.94,3920.0,1.0,0.7514683378480553,6.0,Car
16285,386.33,173.15,499.0,218.0,3920.0,2.0,0.7912731407193279,4.0,Car
16286,328.96,170.86,375.0,202.0,3920.0,3.0,0.5507586616380161,3.0,Car
16288,263.0,174.77,299.0,196.0,6680.0,0.0,0.535395897904062,5.0,Car
16289,573.27,172.11,607.0,208.0,6680.0,1.0,0.6386881441350405,3.0,Car
16292,1118.58,174.83,1236.0,259.0,6858.0,0.0,0.8335061560469941,3.0,Car
16293,92.0,150.4,409.26,300.66,6858.0,1.0,0.6772719243669051,1.0,Van
16294,733.0,177.56,864.0,239.0,6858.0,2.0,0.7533970374979917,4.0,Car
16295,952.36,179.8,1054.0,221.0,6858.0,3.0,0.7567203810447648,2.0,Car
16296,1080.22,179.61,1139.0,213.88,6858.0,4.0,0.49818158175220356,5.0,Car
16297,344.5,185.45,412.0,222.0,3908.0,0.0,0.39988806294927387,2.0,Car
16298,420.0,176.25,464.0,212.13,3908.0,1.0,0.4990223874784677,1.0,Car
16307,830.95,182.32,1213.0,371.0,6870.0,0.0,0.8650861021474502,6.0,Car
16308,736.2,176.3,873.0,277.0,6870.0,1.0,0.8931299179811586,1.0,Car
16309,263.64,193.89,380.0,275.85,6870.0,2.0,0.7461248139121123,9.0,Car
16310,472.54,186.58,511.59,212.0,6870.0,3.0,0.7077135098177185,7.0,Car
16311,642.77,174.41,676.0,195.0,6870.0,4.0,0.540583694371284,3.0,Car
16314,327.0,195.43,348.98,221.98,6870.0,7.0,0.10373359456532233,2.0,Car
16318,380.23,157.0,416.23,228.0,1879.0,0.0,0.4057735415330493,4.0,Car
16319,399.97,156.01,435.97,230.0,1879.0,1.0,0.640402758143158,2.0,Cyclist
16320,720.0,157.58,846.0,225.0,1879.0,2.0,0.7293294017000018,1.0,Van
16321,171.97,148.53,252.0,312.0,4901.0,0.0,0.8043972295442895,3.0,Pedestrian
16322,0.0,117.03,151.0,281.0,4901.0,1.0,0.9296081161361601,1.0,Car
16323,400.35,147.75,449.0,309.51,4915.0,0.0,0.7000980433184072,1.0,Pedestrian
16324,0.0,178.72,63.0,369.0,6864.0,0.0,0.6648758038150595,7.0,Car
16325,1023.0,149.93,1149.0,233.0,6864.0,1.0,0.5871345649235336,11.0,Car
16326,1136.0,170.34,1222.0,233.19,6864.0,2.0,0.4785302372837478,8.0,Car
16327,50.0,191.3,277.0,307.0,6864.0,3.0,0.6517099636542519,3.0,Car
16328,146.0,187.0,352.68,281.51,6864.0,4.0,0.7086958339435706,14.0,Car
16330,329.91,171.88,462.0,233.78,6864.0,6.0,0.7459875337417222,5.0,Car
16331,394.0,181.81,481.0,228.47,6864.0,7.0,0.5214621452128111,9.0,Car
16332,284.0,178.29,405.0,242.69,6864.0,8.0,0.5546373760279696,6.0,Car
16333,678.0,171.87,756.45,204.01,6864.0,9.0,0.380165813360999,4.0,Car
16337,587.27,178.0,666.88,250.56,2155.0,0.0,0.9002205567025343,5.0,Car
16338,790.0,141.0,977.0,283.0,2155.0,1.0,0.6405875175170372,2.0,Car
16339,742.0,170.35,851.0,236.0,2155.0,2.0,0.6221170733072884,14.0,Car
16340,670.91,171.17,742.0,199.0,2155.0,3.0,0.5309677681326116,12.0,Car
16341,704.0,174.33,709.46,199.02,2155.0,4.0,0.01670208106418045,16.0,Car
16343,4.0,75.69,313.84,339.73,2155.0,6.0,0.818427597554866,9.0,Truck
16345,322.0,187.42,373.0,222.0,2155.0,8.0,0.6113912254865258,6.0,Car
16346,428.44,180.39,456.0,202.0,2155.0,9.0,0.42449592269187153,8.0,Car
16347,462.0,180.0,480.0,201.0,2155.0,10.0,0.3391709012183594,11.0,Cyclist
16348,486.79,174.68,507.0,193.0,2155.0,11.0,0.48414692862188474,15.0,Car
16355,663.0,181.0,688.7,204.0,4524.0,1.0,0.6226917687332677,1.0,Car
16359,600.0,175.8,620.0,197.0,742.0,0.0,0.45416933339403137,4.0,Car
16360,800.14,196.0,1222.0,374.0,742.0,1.0,0.8475818112936413,7.0,Car
16361,760.0,182.0,917.62,302.19,742.0,2.0,0.828000720221525,3.0,Car
16363,669.0,175.72,728.0,221.0,742.0,4.0,0.7228643124980052,1.0,Car
16365,641.26,172.15,669.9,194.0,742.0,6.0,0.6085063150918085,2.0,Car
16366,373.0,188.47,422.0,225.0,742.0,7.0,0.5724589783092616,9.0,Car
16367,422.0,182.72,461.75,213.0,742.0,8.0,0.5237581451695548,10.0,Car
16368,446.0,181.15,485.0,208.0,742.0,9.0,0.6877367697119187,8.0,Car
16370,251.0,188.6,391.0,278.0,6333.0,1.0,0.6921661808488879,1.0,Car
16371,445.0,169.37,472.0,251.0,6333.0,2.0,0.5002523380278688,4.0,Cyclist
16372,476.0,177.53,510.0,210.9,6333.0,3.0,0.5125399680707178,3.0,Car
16377,391.0,179.69,478.0,228.0,6455.0,0.0,0.756670140808983,5.0,Car
16379,522.0,165.0,562.0,196.64,24.0,0.0,0.7354736686363363,4.0,Car
16380,448.0,168.03,478.0,194.0,24.0,1.0,0.6196094337146743,3.0,Car
16381,428.0,165.14,452.0,183.0,24.0,2.0,0.5290172711846656,2.0,Car
16386,277.69,192.52,464.0,302.99,4242.0,0.0,0.8922807577743066,2.0,Car
16387,422.0,173.88,506.0,242.06,4242.0,1.0,0.852251420419034,5.0,Van
16389,530.87,169.0,559.0,197.21,4242.0,3.0,0.6128844655367465,3.0,Car
16392,484.0,166.67,566.64,209.0,2633.0,1.0,0.7459301068111669,7.0,Car
16393,28.0,187.93,136.0,234.0,2633.0,2.0,0.44003194405015544,3.0,Car
16394,328.68,170.54,397.26,202.0,2633.0,3.0,0.6949476404123055,4.0,Car
16396,584.03,173.54,599.0,192.0,3539.0,0.0,0.4874236444374218,3.0,Car
16397,618.0,160.28,640.0,184.0,3539.0,1.0,0.531770711686605,10.0,Truck
16398,105.0,169.0,159.0,231.0,3539.0,2.0,0.3927453321020743,5.0,Misc
16399,2.0,192.05,122.0,256.94,3539.0,3.0,0.7258877246669492,2.0,Car
16400,206.64,178.38,278.0,221.67,3539.0,4.0,0.6639405589887662,1.0,Car
16403,594.0,173.2,615.84,194.0,4256.0,0.0,0.5691069744017617,3.0,Car
16404,324.0,185.17,383.0,228.67,4256.0,1.0,0.6257863475436696,4.0,Car
16410,529.0,179.0,735.0,344.0,5148.0,0.0,0.7304993488949051,1.0,Car
16411,377.49,185.02,409.0,203.0,5148.0,1.0,0.5584773450635133,6.0,Car
16413,424.47,181.51,463.19,201.62,5148.0,3.0,0.08044,3.0,Van
16415,255.26,190.29,347.0,219.0,5148.0,5.0,0.6445296664613228,2.0,Car
16418,421.0,167.77,550.0,239.51,5148.0,8.0,0.6980552652165127,4.0,Car
16420,581.74,177.54,733.0,317.0,2627.0,0.0,0.8940589280610157,7.0,Car
16421,1188.81,180.84,1238.0,368.0,2627.0,1.0,0.7098434958001861,12.0,Car
16422,751.0,171.52,840.0,224.0,2627.0,2.0,0.6211681528649879,6.0,Car
16423,713.0,175.43,763.95,211.64,2627.0,3.0,0.3453227177281478,5.0,Car
16425,424.0,184.52,469.0,221.0,2627.0,5.0,0.5964572705365365,4.0,Car
16426,45.0,196.44,171.0,271.94,2627.0,6.0,0.5776406963141933,13.0,Car
16427,548.0,176.78,572.0,195.0,2627.0,7.0,0.6373035971625645,9.0,Car
16429,371.0,183.62,417.0,216.0,2627.0,9.0,0.519596861376533,11.0,Car
16430,400.05,179.0,436.0,212.64,2627.0,10.0,0.6042059671483195,2.0,Car
16431,457.11,178.63,479.0,203.02,2627.0,11.0,0.29195802474968807,1.0,Car
16432,525.0,179.01,553.0,195.0,2627.0,12.0,0.5146332301430795,14.0,Car
16433,234.0,181.51,306.0,216.0,2627.0,13.0,0.8148513423285231,8.0,Car
16434,218.64,186.0,225.0,207.88,2627.0,14.0,0.01379256754211907,3.0,Car
16436,244.93,182.13,530.33,373.0,6441.0,0.0,0.9099523594754867,1.0,Car
16437,749.0,156.61,791.0,267.0,6441.0,1.0,0.7821216384220081,2.0,Pedestrian
16439,608.0,131.0,692.0,231.0,6441.0,3.0,0.7866685159620188,4.0,Van
16443,574.72,175.59,603.0,207.95,756.0,0.0,0.6966454716028556,6.0,Car
16444,0.0,218.0,126.0,375.0,756.0,1.0,0.7422392882811472,9.0,Car
16445,9.0,199.4,153.0,295.9,756.0,2.0,0.5804068820985867,2.0,Car
16446,305.58,187.84,434.0,273.61,756.0,3.0,0.7852237612350418,5.0,Car
16447,286.0,178.0,363.0,234.0,756.0,4.0,0.7805090950216066,4.0,Car
16448,422.31,182.84,482.0,230.31,756.0,5.0,0.5624445876859344,1.0,Car
16449,486.0,182.88,523.0,214.2,756.0,6.0,0.6205116463467005,7.0,Car
16451,55.71,163.8,215.0,245.72,756.0,8.0,0.6099201101792402,8.0,Van
16452,0.0,189.43,157.78,315.0,7039.0,0.0,0.8753595182443598,6.0,Car
16453,239.0,188.75,350.0,247.0,7039.0,1.0,0.7494658719038423,5.0,Car
16454,708.0,153.49,736.0,184.0,7039.0,2.0,0.581240165445385,8.0,Tram
16455,345.0,177.0,407.0,229.24,7039.0,3.0,0.7670069187108309,4.0,Car
16456,401.0,185.52,436.0,217.0,7039.0,4.0,0.49819004815415086,11.0,Car
16457,426.59,179.0,467.0,215.72,7039.0,5.0,0.635157823870499,9.0,Car
16458,486.0,181.39,519.45,205.0,7039.0,6.0,0.5282751518243108,12.0,Car
16462,324.0,187.28,497.0,292.0,6327.0,0.0,0.9096655149413312,3.0,Car
16465,590.04,169.39,614.84,189.0,1448.0,1.0,0.5857002466471425,2.0,Car
16466,544.0,170.46,567.27,194.0,1448.0,2.0,0.5811028627210612,5.0,Car
16467,329.66,170.03,398.24,201.0,1448.0,3.0,0.7112202090340313,1.0,Car
16469,802.48,175.9,858.0,228.0,2141.0,0.0,0.7573320766078877,1.0,Car
16470,5.0,195.51,257.23,374.0,2141.0,1.0,0.8308295131068172,2.0,Car
16472,246.77,180.31,319.0,211.75,4530.0,1.0,0.5749957462323771,5.0,Car
16473,414.0,173.12,460.0,196.0,4530.0,2.0,0.5148278370769082,3.0,Car
16474,358.0,176.7,389.0,195.0,4530.0,3.0,0.3263234477979125,2.0,Car
16478,0.0,211.1,220.0,367.0,7011.0,0.0,0.8737267428655158,6.0,Car
16480,809.74,178.98,1216.0,361.0,7011.0,2.0,0.8045340645725354,5.0,Car
16481,195.13,196.0,370.25,288.0,7011.0,3.0,0.8059135650618292,7.0,Car
16482,709.53,180.67,815.0,251.0,7011.0,4.0,0.8072400251044434,1.0,Car
16483,379.0,185.56,458.0,233.0,7011.0,5.0,0.6747944634934248,2.0,Car
16484,680.94,181.89,741.0,231.0,7011.0,6.0,0.5469291548890389,11.0,Car
16486,659.84,177.96,711.05,215.71,7011.0,8.0,0.5957403697996909,10.0,Car
16487,525.0,175.15,560.0,192.0,7011.0,9.0,0.4261314883893166,3.0,Car
16489,672.82,187.92,774.0,262.0,1460.0,0.0,0.9074172287540274,1.0,Car
16491,369.0,192.89,458.0,248.0,1460.0,2.0,0.7392305770793982,6.0,Car
16492,417.0,190.1,473.0,238.07,1460.0,3.0,0.6621201405745792,3.0,Car
16493,159.0,207.66,358.0,296.0,1460.0,4.0,0.7099374278610067,4.0,Car
16496,372.44,200.99,477.0,283.0,2169.0,0.0,0.8475283217426905,11.0,Car
16497,931.0,211.35,1233.0,374.0,2169.0,1.0,0.8092646129527812,8.0,Car
16498,741.0,197.18,914.77,326.38,2169.0,2.0,0.9211352630643496,4.0,Car
16499,680.0,196.0,776.0,267.0,2169.0,3.0,0.6730848706103946,13.0,Car
16500,670.0,198.24,727.74,256.76,2169.0,4.0,0.6006907042634907,3.0,Car
16502,457.29,198.99,508.74,243.14,2169.0,6.0,0.7549077766699894,2.0,Car
16503,490.0,199.26,526.0,234.0,2169.0,7.0,0.6974855518698827,10.0,Car
16506,7.0,193.25,294.84,363.0,5606.0,0.0,0.8051221100098225,2.0,Car
16507,641.0,168.28,728.0,195.0,5606.0,1.0,0.5240640356186077,4.0,Car
16509,479.0,178.93,511.01,204.0,5606.0,3.0,0.7154968061724771,10.0,Car
16514,1073.0,164.92,1233.0,286.0,4518.0,0.0,0.7632443748312789,1.0,Car
16515,950.0,216.52,1240.0,374.0,4518.0,1.0,0.7759161730810986,4.0,Car
16516,18.0,155.0,340.3,352.0,4518.0,2.0,0.7351552436830915,6.0,Van
16517,973.0,169.69,1145.72,261.42,4518.0,3.0,0.7651841064832062,5.0,Car
16519,792.0,150.01,905.0,227.84,4518.0,5.0,0.48227871302812875,2.0,Car
16520,268.0,186.0,419.0,308.0,4518.0,6.0,0.7203907456967091,3.0,Car
16521,367.0,181.29,469.0,257.0,4518.0,7.0,0.8024491719428489,9.0,Car
16522,553.12,126.08,673.59,217.0,4518.0,8.0,0.8504602620859657,8.0,Truck
16523,924.0,152.0,1013.34,319.0,3277.0,0.0,0.9023880770374496,1.0,Pedestrian
16524,1024.0,149.0,1097.0,330.0,3511.0,0.0,0.6962235015177566,4.0,Pedestrian
16525,563.0,170.28,615.0,220.95,3511.0,1.0,0.7431900058200802,3.0,Car
16527,658.0,131.94,714.0,212.0,3511.0,3.0,0.740397046867152,2.0,Van
